Name,Difficulty_x,Edge_Count,CNN_Score,Time_Minutes,Image_File,Creator,Image,Description,Difficulty_y,Time,Paper Shape,Sheets,Image_GitHub,time_minutes,Difficulty_Numeric,Predicted_Complexity,PCA1,PCA2,Keyword_Score
Oriental Dragon,3,2408,0.0348748420266544,125,DSC03056-export-900x900.jpg,José Aníbal Voyer Iniesta,https://origami-database.com/wp-content/uploads/DSC03056-export-900x900.jpg,"Wingless, flying dragon with hollow body and pronounced head.",intermediate,2 hours 5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03056-export-900x900.jpg,125,3,2.859811,-0.004517101,-0.10809833,0.9457062
Thanksgiving Turkey,3,2125,0.0308627857881433,10,DSC03049-export-900x900.jpg,Brian Chan,https://origami-database.com/wp-content/uploads/DSC03049-export-900x900.jpg,Abstract roasted turkey with distinctive arms and legs.,intermediate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03049-export-900x900.jpg,10,3,3.089746,0.20474592,-0.04929573,0.40316772
Beetle,3,1981,0.0460723158892463,47,DSC03043-export-900x900.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC03043-export-900x900.jpg,Rhinoceros beetle with six segmented legs and distinctive horn.,intermediate,47 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03043-export-900x900.jpg,47,3,3.4965515,-0.21240568,-0.0642342,0.88550204
Demon,3,4192,0.0554424330767463,42,DSC03042-export.jpg,José Aníbal Voyer Iniesta,https://origami-database.com/wp-content/uploads/DSC03042-export.jpg,Standing demon with two small wings and cloven feet.,intermediate,42 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03042-export.jpg,42,3,3.070364,0.051988382,-0.013934584,0.8245052
Ouroboros,3,3630,0.0934604599896599,144,DSC03034-export-900x900.jpg,kaaakun,https://origami-database.com/wp-content/uploads/DSC03034-export-900x900.jpg,"Three-dimentional winged snake with large dragon-like wings, curved in a circle.",intermediate,2 hours 24 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03034-export-900x900.jpg,144,3,3.0334892,-0.14409299,0.035856493,0.7776245
Medusa,3,2994,0.0690968771541819,168,DSC0297-export-900x900.jpg,Mario Adrados Netto,https://origami-database.com/wp-content/uploads/DSC0297-export-900x900.jpg,Woman with serpentine lower body and hair made of eight snakes.,intermediate,2 hours 48 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC0297-export-900x900.jpg,168,3,3.197238,-0.024181997,0.0663137,0.44890416
Sprout,3,2907,0.069968495088465,33,DSC02968-export-900x900.jpg,Weesel,https://origami-database.com/wp-content/uploads/DSC02968-export-900x900.jpg,Two leaves on a stem in a reverse-colored pot.,intermediate,33 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02968-export-900x900.jpg,33,3,3.0413535,0.34920186,0.11072906,0.46141827
Griffin,3,4325,0.0527082555434283,65,DSC02963-export-3000x3000.jpg,Mario Adrados Netto,https://origami-database.com/wp-content/uploads/DSC02963-export-3000x3000.jpg,"Distinctive half-lion, half-eagle with claws with three digits.",intermediate,1 hour 5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02963-export-3000x3000.jpg,65,3,3.6274738,-0.06656757,-0.14091717,0.7268287
Christmas Angel,1,1312,0.0175382905847886,9,DSC02953-export-3000x3000.jpg,Sarjigami,https://origami-database.com/wp-content/uploads/DSC02953-export-3000x3000.jpg,Abstract humanoid creature with wings and arms folded behind its back.,easy,9 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02953-export-3000x3000.jpg,9,1,1.1909566,0.13989171,-0.12058302,0.7144923
Flying Serpent,3,2447,0.0477138384650735,35,DSC02954-export-900x900.jpg,Mario Adrados Netto,https://origami-database.com/wp-content/uploads/DSC02954-export-900x900.jpg,"Winged snake with open mouth, long tail and two claws.",intermediate,35 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02954-export-900x900.jpg,35,3,2.8543718,-0.21505116,-0.054864556,0.97023124
Sagittarius,2,2325,0.042424747242647,26,DSC02936-export.jpg,Mario Adrados Netto,https://origami-database.com/wp-content/uploads/DSC02936-export.jpg,"Bulky, abstract centaur model.",moderate,26 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02936-export.jpg,26,2,2.1176527,-0.05093592,0.06311533,0.39592242
Suit of Armor,2,2240,0.0307562255859375,22,DSC02943-export-scaled.jpg,Mario Adrados Netto,https://origami-database.com/wp-content/uploads/DSC02943-export-scaled.jpg,"Standing armor with pauldrons, pointed helmet and distinctive knee pads.",moderate,22 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02943-export-scaled.jpg,22,2,2.3950522,0.16566639,0.028311323,0.42286518
Igor,2,2439,0.0400346284754135,14,DSC02945-export-900x900.jpg,Mario Adrados Netto,https://origami-database.com/wp-content/uploads/DSC02945-export-900x900.jpg,Hunch-backed humanoid figure.,moderate,14 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02945-export-900x900.jpg,14,2,1.9072537,-0.099317156,-0.02615415,0.57660675
Bat,1,1539,0.0186767578125,11,DSC02940-export-900x900.jpg,Mario Adrados Netto,https://origami-database.com/wp-content/uploads/DSC02940-export-900x900.jpg,Abstract bat model with feet and distinctive ears.,easy,11 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02940-export-900x900.jpg,11,1,1.2577541,-0.002874322,-0.08312642,0.61005855
Ghost,2,1867,0.0257685044232536,10,DSC02930-export-900x900.jpg,Hiroaki Kobayashi,https://origami-database.com/wp-content/uploads/DSC02930-export-900x900.jpg,Abstract ghost with reverse-colored eyes and mouth.,moderate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02930-export-900x900.jpg,10,2,2.0871897,0.0013764814,0.076981865,0.5277571
Pumpkin,2,3007,0.026486852309283,10,DSC02932-export.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC02932-export.jpg,Abstract pumpkin model with eight segments and a reverse-colored stem.,moderate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02932-export.jpg,10,2,2.2050424,0.25525627,0.080158636,0.3143174
Crow,3,1793,0.0480962237189797,48,DSC02880-export-900x900.jpg,Phạm Hoàng Tuấn,https://origami-database.com/wp-content/uploads/DSC02880-export-900x900.jpg,Bird model with four digits on each talon.,intermediate,48 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02880-export-900x900.jpg,48,3,3.1211207,0.07227407,-0.10696552,0.72342175
Inchworm,2,2024,0.0423484892003676,26,DSC02875-export-scaled.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC02875-export-scaled.jpg,Crawling catepillar model with curved body.,moderate,26 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02875-export-scaled.jpg,26,2,2.1446807,-0.12910245,0.045306735,0.43381846
Mouse,2,2652,0.0550371057846967,14,DSC02876-export.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC02876-export.jpg,Sitting mouse model.,moderate,14 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02876-export.jpg,14,2,1.9232681,0.10106055,0.04434429,0.67982197
Adirondack Chair,2,2579,0.0451805563534007,21,DSC02878-export-900x900.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC02878-export-900x900.jpg,Chair with wide armrests and large backrest.,moderate,21 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02878-export-900x900.jpg,21,2,1.8351538,0.17804182,0.19055295,0.24617255
Red Wyvern,3,1800,0.0428810209386488,100,red-wyvern_10-900x900.jpg,종이접는 도토리,https://origami-database.com/wp-content/uploads/red-wyvern_10-900x900.jpg,Wyvern with a horned head and talons with three digits.,intermediate,1 hour 40 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/red-wyvern_10-900x900.jpg,100,3,3.1846673,-0.08358316,-0.038782116,0.6145966
Styracosaurus,3,3608,0.0616864372702205,55,DSC02664-export-900x900.jpg,Stephen O'Hanlon,https://origami-database.com/wp-content/uploads/DSC02664-export-900x900.jpg,Dinsoaur with six spikes on its neck frill and a single horn on its nose.,intermediate,55 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02664-export-900x900.jpg,55,3,2.9835215,-0.2983269,0.19229178,0.5169365
Octopus,2,4394,0.0682261926987592,26,DSC02663-export.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC02663-export.jpg,Abstract eight-legged bulbous octopus model.,moderate,26 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02663-export.jpg,26,2,1.7688975,-0.07311122,0.1188359,0.4159677
Common Loon,2,1515,0.0602444817038143,16,DSC02658-export-scaled.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC02658-export-scaled.jpg,"Aquatic bird model with reverse-colored lower sides, breast and neck.",moderate,16 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02658-export-scaled.jpg,16,2,2.2064433,-0.02990093,-0.22288245,0.89891624
Foxy fox,2,4129,0.0750878367704503,24,DSC02661-export-scaled.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC02661-export-scaled.jpg,Standing fox model with reverse-colored tail and inner ears.,moderate,24 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02661-export-scaled.jpg,24,2,2.1683352,-0.08086758,-0.35296363,0.7014137
Elephant Seal,2,3015,0.0694512939453124,26,DSC02659-export-scaled.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC02659-export-scaled.jpg,"Sitting male elephant seal with distinctive nose, leaning back.",moderate,26 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02659-export-scaled.jpg,26,2,1.9548217,-0.017513113,-0.07178438,0.5967212
Chicken,1,2007,0.0250851799460018,6,DSC02662-export-scaled.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC02662-export-scaled.jpg,"Abstract chicken with reverse-colored comb, two independent wings and a single foot.",easy,6 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02662-export-scaled.jpg,6,1,1.2479995,0.22356528,-0.20071502,0.94402075
Jumping Cricket,2,3900,0.0575013463637407,24,DSC02616-export-900x745.jpg,Jeremy Shafer,https://origami-database.com/wp-content/uploads/DSC02616-export-900x745.jpg,Cricket with four distinct legs and hind legs pressed against its body that can be made to jump.,moderate,24 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02616-export-900x745.jpg,24,2,2.2671785,0.095506184,0.07167851,0.5503461
Sailing Boat,2,2085,0.0265724271886489,18,DSC02652-export-scaled.jpg,Henry Phạm,https://origami-database.com/wp-content/uploads/DSC02652-export-scaled.jpg,Three-dimentional ship with two reverse-colored sails.,moderate,18 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02652-export-scaled.jpg,18,2,1.8096545,0.33426437,0.2541363,0.39718223
Treasure Chest,2,2567,0.055205903894761,38,DSC02643-export-900x900.jpg,Robin Glynn,https://origami-database.com/wp-content/uploads/DSC02643-export-900x900.jpg,Rectangular trunk with curved lid.,moderate,38 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02643-export-900x900.jpg,38,2,1.8402869,0.31709793,0.23409306,0.26235506
Emperor penguin,2,3296,0.0818394559972426,19,DSC02649-export.jpg,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC02649-export.jpg,Standing penguin with reverse-colored belly.,moderate,19 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02649-export.jpg,19,2,2.238984,0.13445503,-0.2476221,0.48985058
Fish skeleton,2,1883,0.032619036506204,8,DSC02623-export.jpg,Hojyo Takashi,https://origami-database.com/wp-content/uploads/DSC02623-export.jpg,Abstract fish bone model with distinctive ribs.,moderate,8 minutes,Chopstick wrapper,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02623-export.jpg,8,2,2.1948364,-0.10896419,0.10798717,0.5130042
Tapejara,3,1864,0.0299101347081801,60,DSC02655-export-3000x3000.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02655-export-3000x3000.jpg,Flying dinosaur with large wings and large crest on its head.,intermediate,1 hour,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02655-export-3000x3000.jpg,60,3,3.2322178,-0.27129796,0.18265128,0.39644265
Snail chopstick rest,1,3261,0.0655782003963695,7,DSC02624-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC02624-export-900x900.jpg,Simple snail model with eyestalks and coiled shell.,easy,7 minutes,Chopstick wrapper,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02624-export-900x900.jpg,7,1,1.2881072,0.0743465,0.116256826,0.23781455
Ankylosaurus,3,4132,0.0513962510052849,80,DSC02620-export-scaled.jpg,Stephen O'Hanlon,https://origami-database.com/wp-content/uploads/DSC02620-export-scaled.jpg,Standing ankylosaurus with distinctive spikes at its sides.,intermediate,1 hour 20 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02620-export-scaled.jpg,80,3,2.7703972,-0.33718884,0.27749524,0.64414877
Praying Mantis,3,2628,0.0392747946346507,48,DSC02612-export-scaled.jpg,Jeremy Shafer,https://origami-database.com/wp-content/uploads/DSC02612-export-scaled.jpg,"Insect standing on four legs, with two distinctive raptorial front legs.",intermediate,48 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02612-export-scaled.jpg,48,3,3.1218376,-0.011807112,-0.058848843,0.8463954
Dimetrodon,3,3130,0.0579808134191176,95,DSC02636-export-3000x3000.jpg,Wasun N.,https://origami-database.com/wp-content/uploads/DSC02636-export-3000x3000.jpg,Quadruped model with reverse-colored sail and eyes.,intermediate,1 hour 35 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02636-export-3000x3000.jpg,95,3,3.1871157,0.03121833,0.22867495,0.3779564
The Shadow of Dragon,3,3194,0.0464871933880974,53,DSC02634-export-900x900.jpg,Ke Yan Wang,https://origami-database.com/wp-content/uploads/DSC02634-export-900x900.jpg,Nearly flat dragon shape on a reverse-colored diamond.,intermediate,53 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02634-export-900x900.jpg,53,3,2.8347723,0.08899455,0.10326931,0.7665616
Goat,3,3879,0.0481834860409007,47,DSC02602-export-900x900.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02602-export-900x900.jpg,Standing goat with distinctive eyes and two horns.,intermediate,47 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02602-export-900x900.jpg,47,3,2.7002609,-0.06879787,-0.2985422,0.8418352
Winged Sonobe (icosahedron),3,7340,0.0782180786132812,124,DSC02639-export-scaled.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC02639-export-scaled.jpg,"Modular, winged polyhedron model folded from 30 sheets.",intermediate,2 hours 4 minutes,Square,30 sheets,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02639-export-scaled.jpg,124,3,2.6555285,0.25007346,0.29020822,0.24097775
Winged Sonobe (star tetrahedron),3,4816,0.0582813756606157,60,DSC02610-export.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC02610-export.jpg,Stellated octahedron model made from winged Sonobe modules.,intermediate,1 hour,Square,12 sheets,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02610-export.jpg,60,3,2.726553,0.26704815,0.19985034,0.39841387
Fox 2015,3,1716,0.0320345889820772,38,DSC02605-export-900x900.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02605-export-900x900.jpg,Standing fox with distinctive face and reverse-colored tail tip.,intermediate,38 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02605-export-900x900.jpg,38,3,2.90255,-0.030018104,-0.35563865,0.66245234
Rooster,3,2315,0.0379550350413602,45,DSC02603-export-900x900.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02603-export-900x900.jpg,"Rooster with reverse-colored wattle, comb and legs.",intermediate,45 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02603-export-900x900.jpg,45,3,2.644084,0.14918159,-0.33780405,0.7698571
Bactrian Camel,3,2524,0.0425527415556066,35,DSC02591-export-900x900.jpg,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC02591-export-900x900.jpg,Abstract standing camel model with two humps.,intermediate,35 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02591-export-900x900.jpg,35,3,2.7204294,0.051361006,-0.10887071,0.65221035
Flying squirrel,3,2923,0.0572726440429687,52,DSC02597-export-900x900.jpg,Wasun N.,https://origami-database.com/wp-content/uploads/DSC02597-export-900x900.jpg,"Nearly flat squirrel model, with a head that features a nose, ears and eyes.",intermediate,52 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02597-export-900x900.jpg,52,3,2.6868055,-0.040510908,-0.29694653,0.77440083
Masu box and Insert,2,2264,0.0454253432329963,15,DSC02584-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC02584-export-900x900.jpg,Square container with four separate compartments.,moderate,15 minutes,Square,3 sheets,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02584-export-900x900.jpg,15,2,2.2028177,0.47364,0.25274214,0.33077988
Ship,2,2716,0.0479410508099724,16,DSC02572-export.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC02572-export.jpg,Hollow boat model with two decks.,moderate,16 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02572-export.jpg,16,2,1.7823762,0.34431192,0.3498269,0.39845994
Fancy Goldfish,1,2010,0.0258401130227481,7,DSC02586-export.jpg,Chris Alexander,https://origami-database.com/wp-content/uploads/DSC02586-export.jpg,Simple fish model with hanging tail fin.,easy,7 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02586-export.jpg,7,1,0.98532844,-0.027556384,-0.02792537,0.8020098
Seal,1,3855,0.0447685510971966,5,DSC02578-export.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC02578-export.jpg,Traditional abstract seal model with two front flippers.,easy,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02578-export.jpg,5,1,1.2015541,0.25671896,0.17367761,0.2835821
Bride,2,1000,0.0182235897288603,23,DSC02570-export.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC02570-export.jpg,Boxy bride with long veil.,moderate,23 minutes,Other,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02570-export.jpg,23,2,2.172292,0.40914637,0.1375013,0.30298376
Groom,2,2092,0.041843064252068,21,DSC02567-export-900x900.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC02567-export-900x900.jpg,Boxy groom with spikey hair and reverse-colored face and undershirt.,moderate,21 minutes,Other,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02567-export-900x900.jpg,21,2,1.8117983,0.17129278,-0.08731788,0.5781628
Dress ver.1,2,3234,0.0398470889820771,11,DSC02557-export-900x900.jpg,Sarjigami,https://origami-database.com/wp-content/uploads/DSC02557-export-900x900.jpg,Flat dress model with wide skirt.,moderate,11 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02557-export-900x900.jpg,11,2,1.8879061,0.20396599,0.064467676,0.3906921
Bicycle,4,4440,0.0802618767233455,185,DSC02554-export-900x900.jpg,Marc Kirschenbaum,https://origami-database.com/wp-content/uploads/DSC02554-export-900x900.jpg,Bicycle with distinctive frame and reverse-colored wheels.,hard,3 hours 5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02554-export-900x900.jpg,185,4,3.9031878,0.16186894,0.10226825,0.28900224
Human Figure,2,2921,0.0436607271082261,14,DSC02549-export-900x900.jpg,Claudio Acuña Jiménez,https://origami-database.com/wp-content/uploads/DSC02549-export-900x900.jpg,Standing humanoid figure with reverse-colored face.,moderate,14 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02549-export-900x900.jpg,14,2,2.0575373,-0.05625699,-0.090890005,0.81837034
Frying Pan,2,1484,0.0472990866268382,8,DSC02520-export-900x900.jpg,Fumiaki Shingu,https://origami-database.com/wp-content/uploads/DSC02520-export-900x900.jpg,Square skillet model.,moderate,8 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02520-export-900x900.jpg,8,2,1.8122561,0.24531406,0.119149186,0.33281568
Ornament,2,3574,0.0558389282226562,10,DSC02523-export.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC02523-export.jpg,Ornament made from six sheets.,moderate,10 minutes,Square,6 sheets,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02523-export.jpg,10,2,1.5877333,0.26432383,0.25468498,0.21222278
Leaf & snail,2,2279,0.0328874475815716,15,DSC02504-export-3000x3000.jpg,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC02504-export-3000x3000.jpg,Reverse-colored snail on a leaf from a single sheet.,moderate,15 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02504-export-3000x3000.jpg,15,2,2.1877747,0.1200516,0.08441825,0.44692016
Troll,2,2729,0.0428982902975643,11,DSC02503-export-900x900.jpg,Mario Adrados Netto,https://origami-database.com/wp-content/uploads/DSC02503-export-900x900.jpg,Bulky creature with large arms.,moderate,11 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02503-export-900x900.jpg,11,2,2.3399289,-0.056242805,-0.08405045,0.7339171
Flower with stem,2,2780,0.0276747400620404,9,DSC02509-export-900x900.jpg,Sarjigami,https://origami-database.com/wp-content/uploads/DSC02509-export-900x900.jpg,Simple plant stem with reverse-colored flower and two leaves.,moderate,9 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02509-export-900x900.jpg,9,2,1.5283542,0.32095873,0.044678807,0.34851512
Camel,3,2653,0.0416224042107077,55,DSC02515-export-900x900.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02515-export-900x900.jpg,Standing dromedary model with reverse-colored eye.,intermediate,55 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02515-export-900x900.jpg,55,3,3.0948956,-0.060679045,-0.20201004,0.8387127
Old man,3,3212,0.0363996976964614,64,DSC02497-export2-900x900.jpg,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC02497-export2-900x900.jpg,Humanoid creature with large claws and a reverse-colored crane on its chest.,intermediate,1 hour 4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02497-export2-900x900.jpg,64,3,3.1979885,-0.11475683,-0.03380582,0.53653216
Sailboat,1,1407,0.0183987965303308,3,DSC02479-export-900x900.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC02479-export-900x900.jpg,Abstract boat with two reverse-colored sails.,easy,3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02479-export-900x900.jpg,3,1,1.4494028,0.3739731,0.24473412,0.51375717
Dinosaur,5,2159,0.0400190465590532,150,DSC02967-export-900x900.jpg,Zhen Ming Huang,https://origami-database.com/wp-content/uploads/DSC02967-export-900x900.jpg,Standing dinosaur with claws and reverse-colored underside and jaw.,complex,2 hours 30 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02967-export-900x900.jpg,150,5,3.870051,-0.44428095,0.2594287,0.60293907
Ponyta,3,2906,0.0428747379078584,37,DSC02469-export-900x900.jpg,Henry Phạm,https://origami-database.com/wp-content/uploads/DSC02469-export-900x900.jpg,Fiery horse Pokémon model with reverse-colored mane and tail.,intermediate,37 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02469-export-900x900.jpg,37,3,2.484192,-0.088785484,-0.21650185,0.47583312
Vulpix,3,4994,0.0899773990406709,46,DSC02454-export-900x900.jpg,Henry Phạm,https://origami-database.com/wp-content/uploads/DSC02454-export-900x900.jpg,Standing six-tailed fox with distinctive curls on its head.,intermediate,46 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02454-export-900x900.jpg,46,3,3.2279983,-0.07163699,-0.3339236,0.58152026
Zapdos,3,3571,0.0381669885971966,52,DSC02463-export-900x900.jpg,Henry Phạm,https://origami-database.com/wp-content/uploads/DSC02463-export-900x900.jpg,Lightning bird with reverse-colored beak.,intermediate,52 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02463-export-900x900.jpg,52,3,2.6625013,0.030097153,-0.18794875,0.8291172
Crested Kingfisher,2,2608,0.0626367187499999,17,DSC02467-export-scaled.jpg,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC02467-export-scaled.jpg,Bird with crest on its head and reverse-colored breast.,moderate,17 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02467-export-scaled.jpg,17,2,2.2013304,0.018887147,-0.27241075,0.98940915
Tent,1,1833,0.0398561544979319,8,DSC02459-export-900x900.jpg,Marc Kirschenbaum,https://origami-database.com/wp-content/uploads/DSC02459-export-900x900.jpg,Tent with open flaps on the front.,easy,8 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02459-export-900x900.jpg,8,1,1.2607868,0.3448084,0.13133654,0.30815217
Monkey,3,2476,0.0642052145565257,20,DSC02460-export-900x900.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC02460-export-900x900.jpg,Sitting monkey with reverse-colored face.,intermediate,20 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC02460-export-900x900.jpg,20,3,2.746712,-0.058241315,-0.15475641,0.8988353
